0.0 0.0,LSAPT,ASLP,10.0 10.0,other
1.56E-05,3.85E-09,0.999984378,8.85E-09,0
1.15E-05,2.40E-09,0.999988503,5.72E-09,0
8.46E-06,1.50E-09,0.999991538,3.69E-09,0
6.22E-06,9.35E-10,0.999993772,2.39E-09,0
4.58E-06,5.84E-10,0.999995416,1.54E-09,0
3.37E-06,3.65E-10,0.999996626,9.96E-10,0
2.48E-06,2.28E-10,0.999997517,6.44E-10,0
1.83E-06,1.42E-10,0.999998172,4.16E-10,0
1.34E-06,8.87E-11,0.999998655,2.69E-10,0
9.90E-07,5.54E-11,0.99999901,1.74E-10,0
7.29E-07,3.46E-11,0.999999271,1.12E-10,0
5.36E-07,2.16E-11,0.999999464,7.25E-11,0
3.95E-07,1.35E-11,0.999999605,4.68E-11,0
2.91E-07,8.41E-12,0.999999709,3.02E-11,0
2.14E-07,5.25E-12,0.999999786,1.95E-11,0
1.57E-07,3.28E-12,0.999999843,1.26E-11,0
1.16E-07,2.05E-12,0.999999884,8.16E-12,0
8.53E-08,1.28E-12,0.999999915,5.27E-12,0
6.28E-08,7.97E-13,0.999999937,3.41E-12,0
4.62E-08,4.97E-13,0.999999954,2.20E-12,0
3.40E-08,3.11E-13,0.999999966,1.42E-12,0
2.50E-08,1.94E-13,0.999999975,9.18E-13,0
1.84E-08,1.21E-13,0.999999982,5.93E-13,0
1.36E-08,7.56E-14,0.999999986,3.83E-13,0
9.99E-09,4.72E-14,0.99999999,2.48E-13,0
7.35E-09,2.94E-14,0.999999993,1.60E-13,0
5.41E-09,1.84E-14,0.999999995,1.03E-13,0
3.98E-09,1.15E-14,0.999999996,6.68E-14,0
2.93E-09,7.16E-15,0.999999997,4.32E-14,0
2.16E-09,4.47E-15,0.999999998,2.79E-14,0
1.59E-09,2.79E-15,0.999999998,1.80E-14,0
1.17E-09,1.74E-15,0.999999999,1.16E-14,0
8.60E-10,1.09E-15,0.999999999,7.52E-15,0
6.33E-10,6.79E-16,0.999999999,4.86E-15,0
4.66E-10,4.24E-16,1,3.14E-15,0
3.43E-10,2.65E-16,1,2.03E-15,0
2.53E-10,1.65E-16,1,1.31E-15,0
1.86E-10,1.03E-16,1,8.47E-16,0
1.37E-10,6.44E-17,1,5.47E-16,0
1.01E-10,4.02E-17,1,3.53E-16,0
7.41E-11,2.51E-17,1,2.28E-16,0
5.46E-11,1.57E-17,1,1.48E-16,0
4.02E-11,9.77E-18,1,9.53E-17,0
2.96E-11,6.10E-18,1,6.16E-17,0
2.18E-11,3.81E-18,1,3.98E-17,0
1.60E-11,2.38E-18,1,2.57E-17,0
1.18E-11,1.48E-18,1,1.66E-17,0
8.68E-12,9.27E-19,1,1.07E-17,0
6.39E-12,5.78E-19,1,6.93E-18,0
4.70E-12,3.61E-19,1,4.48E-18,0
3.46E-12,2.25E-19,1,2.89E-18,0
2.55E-12,1.41E-19,1,1.87E-18,0
1.88E-12,8.78E-20,1,1.21E-18,0
1.38E-12,5.48E-20,1,7.81E-19,0
1.02E-12,3.42E-20,1,5.04E-19,0
7.48E-13,2.14E-20,1,3.26E-19,0
5.50E-13,1.33E-20,1,2.11E-19,0
4.05E-13,8.33E-21,1,1.36E-19,0
2.98E-13,5.20E-21,1,8.79E-20,0
2.20E-13,3.25E-21,1,5.68E-20,0
1.62E-13,2.03E-21,1,3.67E-20,0
1.19E-13,1.26E-21,1,2.37E-20,0
8.75E-14,7.89E-22,1,1.53E-20,0
6.44E-14,4.93E-22,1,9.89E-21,0
4.74E-14,3.08E-22,1,6.39E-21,0
3.49E-14,1.92E-22,1,4.13E-21,0
2.57E-14,1.20E-22,1,2.67E-21,0
1.89E-14,7.48E-23,1,1.72E-21,0
1.39E-14,4.67E-23,1,1.11E-21,0
1.02E-14,2.92E-23,1,7.20E-22,0
7.54E-15,1.82E-23,1,4.65E-22,0
5.55E-15,1.14E-23,1,3.00E-22,0
4.09E-15,7.10E-24,1,1.94E-22,0
3.01E-15,4.43E-24,1,1.25E-22,0
2.21E-15,2.76E-24,1,8.10E-23,0
1.63E-15,1.73E-24,1,5.24E-23,0
1.20E-15,1.08E-24,1,3.38E-23,0
8.83E-16,6.73E-25,1,2.19E-23,0
6.50E-16,4.20E-25,1,1.41E-23,0
4.78E-16,2.62E-25,1,9.12E-24,0
3.52E-16,1.64E-25,1,5.89E-24,0
2.59E-16,1.02E-25,1,3.81E-24,0
1.91E-16,6.38E-26,1,2.46E-24,0
1.40E-16,3.98E-26,1,1.59E-24,0
1.03E-16,2.48E-26,1,1.03E-24,0
7.61E-17,1.55E-26,1,6.64E-25,0
5.60E-17,9.68E-27,1,4.29E-25,0
4.12E-17,6.04E-27,1,2.77E-25,0
3.03E-17,3.77E-27,1,1.79E-25,0
2.23E-17,2.36E-27,1,1.16E-25,0
1.64E-17,1.47E-27,1,7.47E-26,0
1.21E-17,9.18E-28,1,4.83E-26,0
8.91E-18,5.73E-28,1,3.12E-26,0
6.56E-18,3.58E-28,1,2.01E-26,0
4.83E-18,2.23E-28,1,1.30E-26,0
3.55E-18,1.39E-28,1,8.41E-27,0
2.61E-18,8.70E-29,1,5.43E-27,0
1.92E-18,5.43E-29,1,3.51E-27,0
1.42E-18,3.39E-29,1,2.27E-27,0
1.04E-18,2.12E-29,1,1.47E-27,0
7.68E-19,1.32E-29,1,9.47E-28,0
5.65E-19,8.25E-30,1,6.12E-28,0
4.16E-19,5.15E-30,1,3.95E-28,0
3.06E-19,3.22E-30,1,2.55E-28,0
2.25E-19,2.01E-30,1,1.65E-28,0
1.66E-19,1.25E-30,1,1.07E-28,0
1.22E-19,7.82E-31,1,6.89E-29,0
8.99E-20,4.88E-31,1,4.45E-29,0
6.61E-20,3.05E-31,1,2.87E-29,0
4.87E-20,1.90E-31,1,1.86E-29,0
3.58E-20,1.19E-31,1,1.20E-29,0
2.64E-20,7.41E-32,1,7.75E-30,0
1.94E-20,4.63E-32,1,5.01E-30,0
1.43E-20,2.89E-32,1,3.24E-30,0
1.05E-20,1.80E-32,1,2.09E-30,0
7.74E-21,1.13E-32,1,1.35E-30,0
5.70E-21,7.03E-33,1,8.73E-31,0
4.19E-21,4.39E-33,1,5.64E-31,0
3.09E-21,2.74E-33,1,3.64E-31,0
2.27E-21,1.71E-33,1,2.35E-31,0
1.67E-21,1.07E-33,1,1.52E-31,0
1.23E-21,6.66E-34,1,9.83E-32,0
9.06E-22,4.16E-34,1,6.35E-32,0
6.67E-22,2.60E-34,1,4.10E-32,0
4.91E-22,1.62E-34,1,2.65E-32,0
3.61E-22,1.01E-34,1,1.71E-32,0
2.66E-22,6.32E-35,1,1.11E-32,0
1.96E-22,3.94E-35,1,7.15E-33,0
1.44E-22,2.46E-35,1,4.62E-33,0
1.06E-22,1.54E-35,1,2.98E-33,0
7.81E-23,9.59E-36,1,1.93E-33,0
5.75E-23,5.99E-36,1,1.25E-33,0
4.23E-23,3.74E-36,1,8.05E-34,0
3.11E-23,2.33E-36,1,5.20E-34,0
2.29E-23,1.46E-36,1,3.36E-34,0
1.69E-23,9.09E-37,1,2.17E-34,0
1.24E-23,5.68E-37,1,1.40E-34,0
9.14E-24,3.54E-37,1,9.06E-35,0
6.73E-24,2.21E-37,1,5.85E-35,0
4.95E-24,1.38E-37,1,3.78E-35,0
3.65E-24,8.62E-38,1,2.44E-35,0
2.68E-24,5.38E-38,1,1.58E-35,0
1.98E-24,3.36E-38,1,1.02E-35,0
1.45E-24,2.10E-38,1,6.59E-36,0
1.07E-24,1.31E-38,1,4.26E-36,0
7.88E-25,8.17E-39,1,2.75E-36,0
5.80E-25,5.10E-39,1,1.78E-36,0
4.27E-25,3.18E-39,1,1.15E-36,0
3.14E-25,1.99E-39,1,7.42E-37,0
2.31E-25,1.24E-39,1,4.79E-37,0
1.70E-25,7.75E-40,1,3.10E-37,0
1.25E-25,4.84E-40,1,2.00E-37,0
9.22E-26,3.02E-40,1,1.29E-37,0
6.79E-26,1.88E-40,1,8.35E-38,0
5.00E-26,1.18E-40,1,5.40E-38,0
3.68E-26,7.35E-41,1,3.49E-38,0
2.71E-26,4.59E-41,1,2.25E-38,0
1.99E-26,2.86E-41,1,1.46E-38,0
1.47E-26,1.79E-41,1,9.40E-39,0
1.08E-26,1.12E-41,1,6.08E-39,0
7.95E-27,6.96E-42,1,3.93E-39,0
5.85E-27,4.35E-42,1,2.54E-39,0
4.31E-27,2.71E-42,1,1.64E-39,0
3.17E-27,1.69E-42,1,1.06E-39,0
2.33E-27,1.06E-42,1,6.84E-40,0
1.72E-27,6.60E-43,1,4.42E-40,0
1.26E-27,4.12E-43,1,2.86E-40,0
9.30E-28,2.57E-43,1,1.84E-40,0
6.85E-28,1.61E-43,1,1.19E-40,0
5.04E-28,1.00E-43,1,7.70E-41,0
3.71E-28,6.26E-44,1,4.98E-41,0
2.73E-28,3.91E-44,1,3.21E-41,0
2.01E-28,2.44E-44,1,2.08E-41,0
1.48E-28,1.52E-44,1,1.34E-41,0
1.09E-28,9.50E-45,1,8.67E-42,0
8.02E-29,5.93E-45,1,5.60E-42,0
5.90E-29,3.70E-45,1,3.62E-42,0
4.34E-29,2.31E-45,1,2.34E-42,0
3.20E-29,1.44E-45,1,1.51E-42,0
2.35E-29,9.01E-46,1,9.76E-43,0
1.73E-29,5.62E-46,1,6.31E-43,0
1.27E-29,3.51E-46,1,4.07E-43,0
9.38E-30,2.19E-46,1,2.63E-43,0
6.91E-30,1.37E-46,1,1.70E-43,0
5.08E-30,8.54E-47,1,1.10E-43,0
3.74E-30,5.33E-47,1,7.10E-44,0
2.75E-30,3.33E-47,1,4.59E-44,0
2.03E-30,2.08E-47,1,2.96E-44,0
1.49E-30,1.30E-47,1,1.91E-44,0
1.10E-30,8.10E-48,1,1.24E-44,0
8.09E-31,5.05E-48,1,7.99E-45,0
5.95E-31,3.16E-48,1,5.16E-45,0
4.38E-31,1.97E-48,1,3.34E-45,0
3.22E-31,1.23E-48,1,2.16E-45,0
2.37E-31,7.68E-49,1,1.39E-45,0
1.75E-31,4.79E-49,1,9.00E-46,0
1.29E-31,2.99E-49,1,5.81E-46,0
9.46E-32,1.87E-49,1,3.76E-46,0
6.97E-32,1.17E-49,1,2.43E-46,0
5.13E-32,7.28E-50,1,1.57E-46,0
3.77E-32,4.54E-50,1,1.01E-46,0
2.78E-32,2.84E-50,1,6.55E-47,0
2.04E-32,1.77E-50,1,4.23E-47,0
1.51E-32,1.11E-50,1,2.73E-47,0
1.11E-32,6.90E-51,1,1.77E-47,0
8.16E-33,4.31E-51,1,1.14E-47,0
6.00E-33,2.69E-51,1,7.37E-48,0
4.42E-33,1.68E-51,1,4.76E-48,0
3.25E-33,1.05E-51,1,3.08E-48,0
2.39E-33,6.54E-52,1,1.99E-48,0
1.76E-33,4.08E-52,1,1.28E-48,0
1.30E-33,2.55E-52,1,8.30E-49,0
9.55E-34,1.59E-52,1,5.36E-49,0
7.03E-34,9.93E-53,1,3.46E-49,0
5.17E-34,6.20E-53,1,2.24E-49,0
3.81E-34,3.87E-53,1,1.45E-49,0
2.80E-34,2.42E-53,1,9.34E-50,0
2.06E-34,1.51E-53,1,6.03E-50,0
1.52E-34,9.41E-54,1,3.90E-50,0
1.12E-34,5.88E-54,1,2.52E-50,0
8.23E-35,3.67E-54,1,1.63E-50,0
6.06E-35,2.29E-54,1,1.05E-50,0
4.46E-35,1.43E-54,1,6.79E-51,0
3.28E-35,8.92E-55,1,4.39E-51,0
2.41E-35,5.57E-55,1,2.84E-51,0
1.78E-35,3.48E-55,1,1.83E-51,0
1.31E-35,2.17E-55,1,1.18E-51,0
9.63E-36,1.36E-55,1,7.65E-52,0
7.09E-36,8.46E-56,1,4.94E-52,0
5.22E-36,5.28E-56,1,3.19E-52,0
3.84E-36,3.30E-56,1,2.06E-52,0
2.83E-36,2.06E-56,1,1.33E-52,0
2.08E-36,1.28E-56,1,8.61E-53,0
1.53E-36,8.02E-57,1,5.56E-53,0
1.13E-36,5.01E-57,1,3.59E-53,0
8.30E-37,3.13E-57,1,2.32E-53,0
6.11E-37,1.95E-57,1,1.50E-53,0
4.50E-37,1.22E-57,1,9.70E-54,0
3.31E-37,7.60E-58,1,6.26E-54,0
2.44E-37,4.75E-58,1,4.05E-54,0
1.79E-37,2.96E-58,1,2.61E-54,0
1.32E-37,1.85E-58,1,1.69E-54,0
9.71E-38,1.15E-58,1,1.09E-54,0
7.15E-38,7.21E-59,1,7.05E-55,0
5.26E-38,4.50E-59,1,4.56E-55,0
3.87E-38,2.81E-59,1,2.94E-55,0
2.85E-38,1.75E-59,1,1.90E-55,0
2.10E-38,1.09E-59,1,1.23E-55,0
1.54E-38,6.83E-60,1,7.94E-56,0
1.14E-38,4.27E-60,1,5.13E-56,0
8.37E-39,2.66E-60,1,3.31E-56,0
6.16E-39,1.66E-60,1,2.14E-56,0
4.53E-39,1.04E-60,1,1.38E-56,0
3.34E-39,6.48E-61,1,8.94E-57,0
2.46E-39,4.04E-61,1,5.77E-57,0
1.81E-39,2.52E-61,1,3.73E-57,0
1.33E-39,1.58E-61,1,2.41E-57,0
9.80E-40,9.84E-62,1,1.56E-57,0
7.21E-40,6.14E-62,1,1.01E-57,0
5.31E-40,3.83E-62,1,6.50E-58,0
3.91E-40,2.39E-62,1,4.20E-58,0
2.88E-40,1.49E-62,1,2.71E-58,0
2.12E-40,9.33E-63,1,1.75E-58,0
1.56E-40,5.82E-63,1,1.13E-58,0
1.15E-40,3.63E-63,1,7.32E-59,0
8.44E-41,2.27E-63,1,4.73E-59,0
6.21E-41,1.42E-63,1,3.06E-59,0
4.57E-41,8.84E-64,1,1.97E-59,0
3.37E-41,5.52E-64,1,1.28E-59,0
2.48E-41,3.45E-64,1,8.24E-60,0
1.82E-41,2.15E-64,1,5.32E-60,0
1.34E-41,1.34E-64,1,3.44E-60,0
9.88E-42,8.38E-65,1,2.22E-60,0
7.28E-42,5.23E-65,1,1.44E-60,0
5.35E-42,3.27E-65,1,9.28E-61,0
3.94E-42,2.04E-65,1,5.99E-61,0
2.90E-42,1.27E-65,1,3.87E-61,0
2.14E-42,7.95E-66,1,2.50E-61,0
1.57E-42,4.96E-66,1,1.62E-61,0
1.16E-42,3.10E-66,1,1.04E-61,0
8.52E-43,1.93E-66,1,6.75E-62,0
6.27E-43,1.21E-66,1,4.36E-62,0
4.61E-43,7.53E-67,1,2.82E-62,0
3.40E-43,4.70E-67,1,1.82E-62,0
2.50E-43,2.94E-67,1,1.18E-62,0
1.84E-43,1.83E-67,1,7.60E-63,0
1.35E-43,1.14E-67,1,4.91E-63,0
9.97E-44,7.14E-68,1,3.17E-63,0
7.34E-44,4.46E-68,1,2.05E-63,0
5.40E-44,2.78E-68,1,1.32E-63,0
3.98E-44,1.74E-68,1,8.55E-64,0
2.93E-44,1.08E-68,1,5.53E-64,0
2.15E-44,6.77E-69,1,3.57E-64,0
1.59E-44,4.23E-69,1,2.31E-64,0
1.17E-44,2.64E-69,1,1.49E-64,0
8.59E-45,1.65E-69,1,9.63E-65,0
6.32E-45,1.03E-69,1,6.22E-65,0
4.65E-45,6.42E-70,1,4.02E-65,0
3.43E-45,4.01E-70,1,2.60E-65,0
2.52E-45,2.50E-70,1,1.68E-65,0
1.86E-45,1.56E-70,1,1.08E-65,0
1.37E-45,9.75E-71,1,7.00E-66,0
1.01E-45,6.08E-71,1,4.53E-66,0
7.40E-46,3.80E-71,1,2.92E-66,0
5.45E-46,2.37E-71,1,1.89E-66,0
4.01E-46,1.48E-71,1,1.22E-66,0
2.95E-46,9.24E-72,1,7.89E-67,0
2.17E-46,5.77E-72,1,5.09E-67,0
1.60E-46,3.60E-72,1,3.29E-67,0
1.18E-46,2.25E-72,1,2.13E-67,0
8.67E-47,1.40E-72,1,1.37E-67,0
6.38E-47,8.76E-73,1,8.88E-68,0
4.69E-47,5.47E-73,1,5.74E-68,0
3.46E-47,3.41E-73,1,3.71E-68,0
2.54E-47,2.13E-73,1,2.39E-68,0
1.87E-47,1.33E-73,1,1.55E-68,0
1.38E-47,8.30E-74,1,9.99E-69,0
1.01E-47,5.18E-74,1,6.46E-69,0
7.47E-48,3.24E-74,1,4.17E-69,0
5.50E-48,2.02E-74,1,2.70E-69,0
4.05E-48,1.26E-74,1,1.74E-69,0
2.98E-48,7.87E-75,1,1.13E-69,0
2.19E-48,4.91E-75,1,7.27E-70,0
1.61E-48,3.07E-75,1,4.70E-70,0
1.19E-48,1.91E-75,1,3.03E-70,0
8.74E-49,1.20E-75,1,1.96E-70,0
6.43E-49,7.46E-76,1,1.27E-70,0
4.74E-49,4.66E-76,1,8.18E-71,0
3.49E-49,2.91E-76,1,5.29E-71,0
2.57E-49,1.82E-76,1,3.42E-71,0
1.89E-49,1.13E-76,1,2.21E-71,0
1.39E-49,7.07E-77,1,1.43E-71,0
1.02E-49,4.42E-77,1,9.21E-72,0
7.53E-50,2.76E-77,1,5.95E-72,0
5.54E-50,1.72E-77,1,3.85E-72,0
4.08E-50,1.07E-77,1,2.49E-72,0
3.00E-50,6.71E-78,1,1.61E-72,0
2.21E-50,4.19E-78,1,1.04E-72,0
1.63E-50,2.61E-78,1,6.70E-73,0
1.20E-50,1.63E-78,1,4.33E-73,0
8.82E-51,1.02E-78,1,2.80E-73,0
6.49E-51,6.36E-79,1,1.81E-73,0
4.78E-51,3.97E-79,1,1.17E-73,0
3.52E-51,2.48E-79,1,7.55E-74,0
2.59E-51,1.55E-79,1,4.88E-74,0
1.90E-51,9.65E-80,1,3.15E-74,0
1.40E-51,6.03E-80,1,2.04E-74,0
1.03E-51,3.76E-80,1,1.31E-74,0
7.60E-52,2.35E-80,1,8.50E-75,0
5.59E-52,1.47E-80,1,5.49E-75,0
4.12E-52,9.15E-81,1,3.55E-75,0
3.03E-52,5.71E-81,1,2.29E-75,0
2.23E-52,3.57E-81,1,1.48E-75,0
1.64E-52,2.23E-81,1,9.56E-76,0
1.21E-52,1.39E-81,1,6.18E-76,0
8.89E-53,8.68E-82,1,3.99E-76,0
6.55E-53,5.42E-82,1,2.58E-76,0
4.82E-53,3.38E-82,1,1.67E-76,0
3.55E-53,2.11E-82,1,1.08E-76,0
2.61E-53,1.32E-82,1,6.96E-77,0
1.92E-53,8.23E-83,1,4.49E-77,0
1.41E-53,5.13E-83,1,2.90E-77,0
1.04E-53,3.21E-83,1,1.88E-77,0
7.66E-54,2.00E-83,1,1.21E-77,0
5.64E-54,1.25E-83,1,7.83E-78,0
4.15E-54,7.80E-84,1,5.06E-78,0
3.06E-54,4.87E-84,1,3.27E-78,0
2.25E-54,3.04E-84,1,2.11E-78,0
1.66E-54,1.90E-84,1,1.36E-78,0
1.22E-54,1.18E-84,1,8.82E-79,0
8.97E-55,7.39E-85,1,5.70E-79,0
6.60E-55,4.61E-85,1,3.68E-79,0
4.86E-55,2.88E-85,1,2.38E-79,0
3.58E-55,1.80E-85,1,1.54E-79,0
2.63E-55,1.12E-85,1,9.93E-80,0
1.94E-55,7.01E-86,1,6.41E-80,0
1.43E-55,4.37E-86,1,4.14E-80,0
1.05E-55,2.73E-86,1,2.68E-80,0
7.73E-56,1.70E-86,1,1.73E-80,0
5.69E-56,1.06E-86,1,1.12E-80,0
4.19E-56,6.64E-87,1,7.22E-81,0
3.08E-56,4.15E-87,1,4.67E-81,0
2.27E-56,2.59E-87,1,3.01E-81,0
1.67E-56,1.62E-87,1,1.95E-81,0
1.23E-56,1.01E-87,1,1.26E-81,0
9.05E-57,6.30E-88,1,8.13E-82,0
6.66E-57,3.93E-88,1,5.25E-82,0
4.90E-57,2.45E-88,1,3.39E-82,0
3.61E-57,1.53E-88,1,2.19E-82,0
2.66E-57,9.56E-89,1,1.42E-82,0
1.96E-57,5.97E-89,1,9.15E-83,0
1.44E-57,3.73E-89,1,5.91E-83,0
1.06E-57,2.33E-89,1,3.82E-83,0
7.80E-58,1.45E-89,1,2.47E-83,0
5.74E-58,9.07E-90,1,1.59E-83,0
4.22E-58,5.66E-90,1,1.03E-83,0
3.11E-58,3.53E-90,1,6.66E-84,0
2.29E-58,2.21E-90,1,4.30E-84,0
1.68E-58,1.38E-90,1,2.78E-84,0
1.24E-58,8.60E-91,1,1.80E-84,0
9.13E-59,5.37E-91,1,1.16E-84,0
6.72E-59,3.35E-91,1,7.49E-85,0
4.95E-59,2.09E-91,1,4.84E-85,0
3.64E-59,1.31E-91,1,3.13E-85,0
2.68E-59,8.15E-92,1,2.02E-85,0
1.97E-59,5.09E-92,1,1.31E-85,0
1.45E-59,3.18E-92,1,8.44E-86,0
1.07E-59,1.98E-92,1,5.45E-86,0
7.86E-60,1.24E-92,1,3.52E-86,0
5.79E-60,7.73E-93,1,2.28E-86,0
4.26E-60,4.82E-93,1,1.47E-86,0
3.14E-60,3.01E-93,1,9.50E-87,0
2.31E-60,1.88E-93,1,6.14E-87,0
1.70E-60,1.17E-93,1,3.97E-87,0
1.25E-60,7.32E-94,1,2.56E-87,0
9.21E-61,4.57E-94,1,1.66E-87,0
6.78E-61,2.85E-94,1,1.07E-87,0
4.99E-61,1.78E-94,1,6.91E-88,0
3.67E-61,1.11E-94,1,4.46E-88,0
2.70E-61,6.94E-95,1,2.88E-88,0
1.99E-61,4.33E-95,1,1.86E-88,0
1.46E-61,2.71E-95,1,1.20E-88,0
1.08E-61,1.69E-95,1,7.78E-89,0
7.93E-62,1.05E-95,1,5.03E-89,0
5.84E-62,6.58E-96,1,3.25E-89,0
4.30E-62,4.11E-96,1,2.10E-89,0
3.16E-62,2.56E-96,1,1.36E-89,0
2.33E-62,1.60E-96,1,8.76E-90,0
1.71E-62,9.99E-97,1,5.66E-90,0
1.26E-62,6.24E-97,1,3.66E-90,0
9.29E-63,3.89E-97,1,2.36E-90,0
6.84E-63,2.43E-97,1,1.53E-90,0
5.03E-63,1.52E-97,1,9.86E-91,0
3.70E-63,9.48E-98,1,6.37E-91,0
2.73E-63,5.91E-98,1,4.12E-91,0
2.01E-63,3.69E-98,1,2.66E-91,0
1.48E-63,2.31E-98,1,1.72E-91,0
1.09E-63,1.44E-98,1,1.11E-91,0
8.00E-64,8.98E-99,1,7.17E-92,0
5.89E-64,5.61E-99,1,4.63E-92,0
4.34E-64,3.50E-99,1,2.99E-92,0
3.19E-64,2.19E-99,1,1.93E-92,0
2.35E-64,1.36E-99,1,1.25E-92,0
1.73E-64,8.52E-100,1,8.07E-93,0
1.27E-64,5.32E-100,1,5.22E-93,0
9.37E-65,3.32E-100,1,3.37E-93,0
6.90E-65,2.07E-100,1,2.18E-93,0
5.08E-65,1.29E-100,1,1.41E-93,0
3.74E-65,8.07E-101,1,9.09E-94,0
2.75E-65,5.04E-101,1,5.87E-94,0
2.02E-65,3.15E-101,1,3.79E-94,0
1.49E-65,1.96E-101,1,2.45E-94,0
1.10E-65,1.23E-101,1,1.58E-94,0
8.07E-66,7.65E-102,1,1.02E-94,0
5.94E-66,4.78E-102,1,6.61E-95,0
4.37E-66,2.98E-102,1,4.27E-95,0
3.22E-66,1.86E-102,1,2.76E-95,0
2.37E-66,1.16E-102,1,1.78E-95,0
1.74E-66,7.25E-103,1,1.15E-95,0
1.28E-66,4.53E-103,1,7.44E-96,0
9.45E-67,2.83E-103,1,4.81E-96,0
6.96E-67,1.76E-103,1,3.11E-96,0
5.12E-67,1.10E-103,1,2.01E-96,0
3.77E-67,6.88E-104,1,1.30E-96,0
2.77E-67,4.29E-104,1,8.38E-97,0
2.04E-67,2.68E-104,1,5.41E-97,0
1.50E-67,1.67E-104,1,3.50E-97,0
1.11E-67,1.04E-104,1,2.26E-97,0
8.14E-68,6.52E-105,1,1.46E-97,0
5.99E-68,4.07E-105,1,9.44E-98,0
4.41E-68,2.54E-105,1,6.10E-98,0
3.25E-68,1.59E-105,1,3.94E-98,0
2.39E-68,9.90E-106,1,2.54E-98,0
1.76E-68,6.18E-106,1,1.64E-98,0
1.29E-68,3.86E-106,1,1.06E-98,0
9.53E-69,2.41E-106,1,6.86E-99,0
7.02E-69,1.50E-106,1,4.43E-99,0
5.16E-69,9.39E-107,1,2.86E-99,0
3.80E-69,5.86E-107,1,1.85E-99,0
2.80E-69,3.66E-107,1,1.20E-99,0
2.06E-69,2.28E-107,1,7.73E-100,0
1.52E-69,1.43E-107,1,4.99E-100,0
1.12E-69,8.90E-108,1,3.23E-100,0
8.21E-70,5.55E-108,1,2.08E-100,0
6.05E-70,3.47E-108,1,1.35E-100,0
4.45E-70,2.16E-108,1,8.70E-101,0
3.28E-70,1.35E-108,1,5.62E-101,0
2.41E-70,8.44E-109,1,3.63E-101,0
1.77E-70,5.27E-109,1,2.35E-101,0
1.31E-70,3.29E-109,1,1.52E-101,0
9.61E-71,2.05E-109,1,9.79E-102,0
7.08E-71,1.28E-109,1,6.33E-102,0
5.21E-71,8.00E-110,1,4.09E-102,0
3.83E-71,4.99E-110,1,2.64E-102,0
2.82E-71,3.12E-110,1,1.71E-102,0
2.08E-71,1.95E-110,1,1.10E-102,0
1.53E-71,1.21E-110,1,7.12E-103,0
1.13E-71,7.58E-111,1,4.60E-103,0
8.28E-72,4.73E-111,1,2.97E-103,0
6.10E-72,2.95E-111,1,1.92E-103,0
4.49E-72,1.84E-111,1,1.24E-103,0
3.30E-72,1.15E-111,1,8.02E-104,0
2.43E-72,7.19E-112,1,5.18E-104,0
1.79E-72,4.49E-112,1,3.35E-104,0
1.32E-72,2.80E-112,1,2.16E-104,0
9.70E-73,1.75E-112,1,1.40E-104,0
7.14E-73,1.09E-112,1,9.03E-105,0
5.25E-73,6.81E-113,1,5.83E-105,0
3.87E-73,4.25E-113,1,3.77E-105,0
