id,datestamp,timestamp,version,order,behavior,opponent,reply,payoff,rt,score,met,condition
ADJ9IFSBTTE3R_m4,11/8/2013,16:22:34,lit1p1,45,2,7pun,0,0,4987,63,5,0
A2HK1VAUSAFU0_m4,11/8/2013,16:22:34,lit1p1,45,2,2pun,0,0,7197,67,1,0
A1EU25HIF6NX3E _m4,11/8/2013,16:22:34,lit1p1,33,1,6pun,-2,1,4720,59,5,0
A28NJNZ3NRZ85T_m4,11/8/2013,16:22:34,lit1p1,18,2,5pun,0,0,5258,57,6,0
A1DVCUCOTAC0JQ_m4,11/8/2013,16:22:34,lit1p1,40,2,7pun,0,0,4955,59,4,0
A360ANQ5YCFO1D_m4,11/8/2013,16:22:35,lit1p1,18,1,1pun,-2,1,5258,59,2,0
ACFBUSLSNUGRU_m4,11/8/2013,16:22:35,lit1p1,34,1,6nopun,0,1,4919,65,8,0
A1EGJ0KJG2QFB4_m4,11/8/2013,16:22:35,lit1p1,42,1,6nopun,0,1,4398,70,4,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:22:36,lit1p1,38,1,6nopun,0,1,4160,64,2,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:22:36,lit1p1,42,2,3pun,0,0,4589,63,8,0
A1LX3YP9PCKI72_m4,11/8/2013,16:22:37,lit1p1,32,1,6nopun,0,1,4373,61,8,0
A2LEY4X3LD8G26_m4,11/8/2013,16:22:37,lit1p1,22,2,3pun,0,0,4790,52,6,0
A1PFCPFCGNKME3_m4,11/8/2013,16:22:37,lit1p1,28,2,7pun,0,0,4805,69,4,0
A7R1OLLU1Z6RA_m4,11/8/2013,16:22:37,lit1p1,22,1,1nopun,0,1,4344,68,2,0
A1SGZURHVDM30V_m4,11/8/2013,16:22:39,lit1p1,10,2,1nopun,0,0,5413,50,2,0
A3NI7KS3MIX1SO_m4,11/8/2013,16:22:39,lit1p1,29,2,6pun,0,0,4570,57,7,0
A1VZA1WTGGQ9UV_m4,11/8/2013,16:22:39,lit1p1,26,2,6pun,0,0,4490,51,2,0
AA7ZQGZUR6V5E_m4,11/8/2013,16:22:39,lit1p1,24,1,2nopun,0,1,5250,74,6,0
ASEDNAEOYVN92_m4,11/8/2013,16:22:39,lit1p1,6,1,6nopun,0,1,6009,51,4,0
A17ITPS92UMJRJ_m4,11/8/2013,16:22:39,lit1p1,10,2,3pun,0,0,6263,46,10,0
A1EU25HIF6NX3E _m4,11/8/2013,16:22:40,lit1p1,34,2,6pun,0,0,4553,59,6,0
A2IF15HGGVM93B_m4,11/8/2013,16:22:40,lit1p1,16,2,3pun,0,0,9209,63,2,0
A3T53EN0F7WMRO_m4,11/8/2013,16:22:40,lit1p1,33,1,3nopun,0,1,4829,56,7,0
A2HK1VAUSAFU0_m4,11/8/2013,16:22:40,lit1p1,46,2,2pun,0,0,4839,67,2,0
A1EGJ0KJG2QFB4_m4,11/8/2013,16:22:41,lit1p1,43,1,6nopun,0,1,4590,71,5,0
ACFBUSLSNUGRU_m4,11/8/2013,16:22:41,lit1p1,35,1,2pun,-2,1,4505,64,1,0
A1DVCUCOTAC0JQ_m4,11/8/2013,16:22:41,lit1p1,41,2,7pun,0,0,5001,59,5,0
A28NJNZ3NRZ85T_m4,11/8/2013,16:22:41,lit1p1,19,2,4nopun,0,0,5122,57,1,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:22:41,lit1p1,39,1,6nopun,0,1,4426,65,3,0
AV3CA0IYNRCCJ_m4,11/8/2013,16:22:41,lit1p1,15,2,2nopun,0,0,7310,49,7,0
A360ANQ5YCFO1D_m4,11/8/2013,16:22:42,lit1p1,19,1,1pun,-2,1,5393,58,3,0
A3A2IFA1WCMOQT_m4,11/8/2013,16:22:42,lit1p1,23,1,3nopun,0,1,7599,51,1,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:22:42,lit1p1,43,1,3pun,-2,1,4697,62,9,0
AC5LU9TF9CTK9_m4,11/8/2013,16:22:42,lit1p1,27,2,3nopun,0,0,4890,48,3,0
ADJ9IFSBTTE3R_m4,11/8/2013,16:22:42,lit1p1,46,2,7pun,0,0,5098,63,6,0
A28T5RJ46AQMZJ_m4,11/8/2013,16:22:43,lit1p1,2,1,0pun,-2,1,10153,49,2,0
A1PFCPFCGNKME3_m4,11/8/2013,16:22:43,lit1p1,29,2,7pun,0,0,4524,69,5,0
A2LEY4X3LD8G26_m4,11/8/2013,16:22:43,lit1p1,23,2,3pun,0,0,5212,52,7,0
A7R1OLLU1Z6RA_m4,11/8/2013,16:22:43,lit1p1,23,1,1nopun,0,1,4531,69,3,0
A1LX3YP9PCKI72_m4,11/8/2013,16:22:43,lit1p1,33,2,1nopun,0,0,5476,61,1,0
A3NI7KS3MIX1SO_m4,11/8/2013,16:22:44,lit1p1,30,2,6pun,0,0,4515,57,8,0
A1VZA1WTGGQ9UV_m4,11/8/2013,16:22:46,lit1p1,27,2,6pun,0,0,5109,51,3,0
A1SGZURHVDM30V_m4,11/8/2013,16:22:46,lit1p1,11,2,1nopun,0,0,6148,50,3,0
A1EGJ0KJG2QFB4_m4,11/8/2013,16:22:46,lit1p1,44,1,6nopun,0,1,4509,72,6,0
A2HK1VAUSAFU0_m4,11/8/2013,16:22:46,lit1p1,47,2,2pun,0,0,4835,67,3,0
ACFBUSLSNUGRU_m4,11/8/2013,16:22:46,lit1p1,36,1,2pun,-2,1,4944,63,2,0
A1EU25HIF6NX3E _m4,11/8/2013,16:22:46,lit1p1,35,2,6pun,0,0,4558,59,7,0
A1DVCUCOTAC0JQ_m4,11/8/2013,16:22:47,lit1p1,42,2,7pun,0,0,4840,59,6,0
AA7ZQGZUR6V5E_m4,11/8/2013,16:22:47,lit1p1,25,1,2nopun,0,1,6973,75,7,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:22:47,lit1p1,40,1,6nopun,0,1,4944,66,4,0
A7R1OLLU1Z6RA_m4,11/8/2013,16:22:48,lit1p1,24,1,1nopun,0,1,4281,70,4,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:22:48,lit1p1,44,1,3pun,-2,1,4562,61,10,0
A17ITPS92UMJRJ_m4,11/8/2013,16:22:48,lit1p1,11,1,5nopun,0,1,6802,47,1,0
AC5LU9TF9CTK9_m4,11/8/2013,16:22:48,lit1p1,28,2,3nopun,0,0,4401,48,4,0
A1PFCPFCGNKME3_m4,11/8/2013,16:22:48,lit1p1,30,2,7pun,0,0,4526,69,6,0
A3T53EN0F7WMRO_m4,11/8/2013,16:22:48,lit1p1,34,1,3nopun,0,1,5547,57,8,0
ASEDNAEOYVN92_m4,11/8/2013,16:22:49,lit1p1,7,1,6nopun,0,1,6985,52,5,0
A28NJNZ3NRZ85T_m4,11/8/2013,16:22:49,lit1p1,20,1,4nopun,0,1,5553,58,2,0
AV3CA0IYNRCCJ_m4,11/8/2013,16:22:49,lit1p1,16,2,2nopun,0,0,5820,49,8,0
A1LX3YP9PCKI72_m4,11/8/2013,16:22:49,lit1p1,34,1,1nopun,0,1,4308,62,2,0
A2LEY4X3LD8G26_m4,11/8/2013,16:22:49,lit1p1,24,2,3pun,0,0,5970,52,8,0
A2IF15HGGVM93B_m4,11/8/2013,16:22:50,lit1p1,17,2,3pun,0,0,7255,63,3,0
A3A2IFA1WCMOQT_m4,11/8/2013,16:22:50,lit1p1,24,1,3nopun,0,1,5618,52,2,0
A3NI7KS3MIX1SO_m4,11/8/2013,16:22:50,lit1p1,31,1,7pun,-2,1,5346,56,1,0
ADJ9IFSBTTE3R_m4,11/8/2013,16:22:51,lit1p1,47,2,7pun,0,0,6713,63,7,0
A1VZA1WTGGQ9UV_m4,11/8/2013,16:22:51,lit1p1,28,2,6pun,0,0,4563,51,4,0
ACFBUSLSNUGRU_m4,11/8/2013,16:22:52,lit1p1,37,1,2pun,-2,1,4495,62,3,0
A2HK1VAUSAFU0_m4,11/8/2013,16:22:52,lit1p1,48,2,2pun,0,0,4552,67,4,0
A1SGZURHVDM30V_m4,11/8/2013,16:22:52,lit1p1,12,2,1nopun,0,0,5115,50,4,0
A1EGJ0KJG2QFB4_m4,11/8/2013,16:22:52,lit1p1,45,1,6nopun,0,1,4790,73,7,0
A1DVCUCOTAC0JQ_m4,11/8/2013,16:22:52,lit1p1,43,2,7pun,0,0,4789,59,7,0
A1EU25HIF6NX3E _m4,11/8/2013,16:22:52,lit1p1,36,2,6pun,0,0,4928,59,8,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:22:52,lit1p1,41,1,6nopun,0,1,4461,67,5,0
A7R1OLLU1Z6RA_m4,11/8/2013,16:22:53,lit1p1,25,1,1nopun,0,1,4219,71,5,0
AC5LU9TF9CTK9_m4,11/8/2013,16:22:53,lit1p1,29,2,3nopun,0,0,4460,48,5,0
A1PFCPFCGNKME3_m4,11/8/2013,16:22:53,lit1p1,31,2,7pun,0,0,4591,69,7,0
A17ITPS92UMJRJ_m4,11/8/2013,16:22:54,lit1p1,12,1,5nopun,0,1,4899,48,2,0
AA7ZQGZUR6V5E_m4,11/8/2013,16:22:55,lit1p1,26,1,2nopun,0,1,6381,76,8,0
A1LX3YP9PCKI72_m4,11/8/2013,16:22:55,lit1p1,35,1,1nopun,0,1,4445,63,3,0
A360ANQ5YCFO1D_m4,11/8/2013,16:22:55,lit1p1,20,1,1pun,-2,1,10892,57,4,0
A28T5RJ46AQMZJ_m4,11/8/2013,16:22:55,lit1p1,3,1,5pun,-2,1,7325,48,1,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:22:55,lit1p1,45,1,2pun,-2,1,6148,60,1,0
A3T53EN0F7WMRO_m4,11/8/2013,16:22:56,lit1p1,35,1,3nopun,0,1,5524,58,9,0
A3NI7KS3MIX1SO_m4,11/8/2013,16:22:56,lit1p1,32,2,7pun,0,0,4397,56,2,0
A1VZA1WTGGQ9UV_m4,11/8/2013,16:22:57,lit1p1,29,2,6pun,0,0,4415,51,5,0
A2LEY4X3LD8G26_m4,11/8/2013,16:22:57,lit1p1,25,2,3pun,0,0,7262,52,9,0
A1EGJ0KJG2QFB4_m4,11/8/2013,16:22:57,lit1p1,46,1,6nopun,0,1,4570,74,8,0
A7R1OLLU1Z6RA_m4,11/8/2013,16:22:57,lit1p1,26,1,1nopun,0,1,4297,72,6,0
A3A2IFA1WCMOQT_m4,11/8/2013,16:22:58,lit1p1,25,1,3nopun,0,1,5387,53,3,0
ACFBUSLSNUGRU_m4,11/8/2013,16:22:58,lit1p1,38,1,2pun,-2,1,4838,61,4,0
A2HK1VAUSAFU0_m4,11/8/2013,16:22:58,lit1p1,49,2,2pun,0,0,4795,67,5,0
A1DVCUCOTAC0JQ_m4,11/8/2013,16:22:58,lit1p1,44,2,7pun,0,0,4787,59,8,0
A1SGZURHVDM30V_m4,11/8/2013,16:22:58,lit1p1,13,2,1nopun,0,0,5118,50,5,0
A28NJNZ3NRZ85T_m4,11/8/2013,16:22:59,lit1p1,21,1,2nopun,0,1,7038,59,1,0
A1EU25HIF6NX3E _m4,11/8/2013,16:22:59,lit1p1,37,2,5nopun,0,0,5260,59,1,0
A1PFCPFCGNKME3_m4,11/8/2013,16:22:59,lit1p1,32,2,7pun,0,0,4685,69,8,0
AC5LU9TF9CTK9_m4,11/8/2013,16:22:59,lit1p1,30,2,3nopun,0,0,4571,48,6,0
ASEDNAEOYVN92_m4,11/8/2013,16:22:59,lit1p1,8,1,6nopun,0,1,9006,53,6,0
ADJ9IFSBTTE3R_m4,11/8/2013,16:23:00,lit1p1,48,2,7pun,0,0,7192,63,8,0
AV3CA0IYNRCCJ_m4,11/8/2013,16:23:00,lit1p1,17,2,7pun,0,0,8600,49,1,0
A2IF15HGGVM93B_m4,11/8/2013,16:23:01,lit1p1,18,2,3pun,0,0,6443,63,4,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:23:01,lit1p1,46,2,2pun,0,0,4512,60,2,0
A1LX3YP9PCKI72_m4,11/8/2013,16:23:01,lit1p1,36,1,1nopun,0,1,4210,64,4,0
A3NI7KS3MIX1SO_m4,11/8/2013,16:23:01,lit1p1,33,2,7pun,0,0,4602,56,3,0
AA7ZQGZUR6V5E_m4,11/8/2013,16:23:02,lit1p1,27,1,1pun,-2,1,5943,75,1,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:23:02,lit1p1,42,1,6nopun,0,1,8394,68,6,0
A17ITPS92UMJRJ_m4,11/8/2013,16:23:02,lit1p1,13,1,5nopun,0,1,6421,49,3,0
A2LEY4X3LD8G26_m4,11/8/2013,16:23:03,lit1p1,26,2,3pun,0,0,4660,52,10,0
A1VZA1WTGGQ9UV_m4,11/8/2013,16:23:03,lit1p1,30,2,6pun,0,0,5218,51,6,0
A7R1OLLU1Z6RA_m4,11/8/2013,16:23:03,lit1p1,27,1,3pun,-2,1,4906,71,1,0
ACFBUSLSNUGRU_m4,11/8/2013,16:23:04,lit1p1,39,1,2pun,-2,1,4727,60,5,0
A360ANQ5YCFO1D_m4,11/8/2013,16:23:04,lit1p1,21,1,1pun,-2,1,5750,56,5,0
A1PFCPFCGNKME3_m4,11/8/2013,16:23:04,lit1p1,33,2,7pun,0,0,4400,69,9,0
A1SGZURHVDM30V_m4,11/8/2013,16:23:04,lit1p1,14,2,1nopun,0,0,5110,50,6,0
AC5LU9TF9CTK9_m4,11/8/2013,16:23:04,lit1p1,31,2,3nopun,0,0,4650,48,7,0
A1EU25HIF6NX3E _m4,11/8/2013,16:23:04,lit1p1,38,2,5nopun,0,0,4791,59,2,0
A1DVCUCOTAC0JQ_m4,11/8/2013,16:23:05,lit1p1,45,2,7pun,0,0,5687,59,9,0
A28T5RJ46AQMZJ_m4,11/8/2013,16:23:05,lit1p1,4,1,5pun,-2,1,7415,47,2,0
A2HK1VAUSAFU0_m4,11/8/2013,16:23:05,lit1p1,50,1,2pun,-2,1,4506,66,6,0
A3T53EN0F7WMRO_m4,11/8/2013,16:23:05,lit1p1,36,1,3nopun,0,1,5617,59,10,0
A3A2IFA1WCMOQT_m4,11/8/2013,16:23:05,lit1p1,26,1,3nopun,0,1,5642,54,4,0
A1EGJ0KJG2QFB4_m4,11/8/2013,16:23:05,lit1p1,47,2,1pun,0,0,5778,74,1,0
A28NJNZ3NRZ85T_m4,11/8/2013,16:23:05,lit1p1,22,1,2nopun,0,1,5014,60,2,0
A1LX3YP9PCKI72_m4,11/8/2013,16:23:06,lit1p1,37,1,1nopun,0,1,4385,65,5,0
A3NI7KS3MIX1SO_m4,11/8/2013,16:23:07,lit1p1,34,2,7pun,0,0,4441,56,4,0
ADJ9IFSBTTE3R_m4,11/8/2013,16:23:07,lit1p1,49,1,7pun,-2,1,5769,62,9,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:23:07,lit1p1,47,1,2pun,-2,1,5284,59,3,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:23:07,lit1p1,43,1,6nopun,0,1,4651,69,7,0
ASEDNAEOYVN92_m4,11/8/2013,16:23:08,lit1p1,9,1,6nopun,0,1,6171,54,7,0
A1VZA1WTGGQ9UV_m4,11/8/2013,16:23:08,lit1p1,31,2,6pun,0,0,4262,51,7,0
A7R1OLLU1Z6RA_m4,11/8/2013,16:23:08,lit1p1,28,1,3pun,-2,1,4500,70,2,0
A2IF15HGGVM93B_m4,11/8/2013,16:23:08,lit1p1,19,2,3pun,0,0,6051,63,5,0
A2LEY4X3LD8G26_m4,11/8/2013,16:23:08,lit1p1,27,1,2nopun,0,1,4880,53,1,0
ACFBUSLSNUGRU_m4,11/8/2013,16:23:09,lit1p1,40,1,2pun,-2,1,4483,59,6,0
AV3CA0IYNRCCJ_m4,11/8/2013,16:23:10,lit1p1,18,2,7pun,0,0,6790,49,2,0
AC5LU9TF9CTK9_m4,11/8/2013,16:23:10,lit1p1,32,2,3nopun,0,0,4531,48,8,0
A1PFCPFCGNKME3_m4,11/8/2013,16:23:10,lit1p1,34,2,7pun,0,0,5126,69,10,0
A1EU25HIF6NX3E _m4,11/8/2013,16:23:10,lit1p1,39,1,5nopun,0,1,4731,60,3,0
A1DVCUCOTAC0JQ_m4,11/8/2013,16:23:11,lit1p1,46,2,7pun,0,0,4935,59,10,0
A1SGZURHVDM30V_m4,11/8/2013,16:23:11,lit1p1,15,2,2nopun,0,0,6348,50,1,0
A1LX3YP9PCKI72_m4,11/8/2013,16:23:12,lit1p1,38,1,1nopun,0,1,4397,66,6,0
A3A2IFA1WCMOQT_m4,11/8/2013,16:23:12,lit1p1,27,1,3nopun,0,1,5175,55,5,0
A28T5RJ46AQMZJ_m4,11/8/2013,16:23:12,lit1p1,5,1,5pun,-2,1,5031,46,3,0
A3NI7KS3MIX1SO_m4,11/8/2013,16:23:12,lit1p1,35,2,7pun,0,0,4343,56,5,0
A28NJNZ3NRZ85T_m4,11/8/2013,16:23:12,lit1p1,23,1,2nopun,0,1,4969,61,3,0
AA7ZQGZUR6V5E_m4,11/8/2013,16:23:12,lit1p1,28,2,1pun,0,0,6607,75,2,0
A2HK1VAUSAFU0_m4,11/8/2013,16:23:12,lit1p1,51,2,2pun,0,0,6303,66,7,0
A3T53EN0F7WMRO_m4,11/8/2013,16:23:13,lit1p1,37,2,5pun,0,0,6381,59,1,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:23:13,lit1p1,48,1,2pun,-2,1,4598,58,4,0
A360ANQ5YCFO1D_m4,11/8/2013,16:23:13,lit1p1,22,1,1pun,-2,1,7691,55,6,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:23:13,lit1p1,44,1,6nopun,0,1,4469,70,8,0
A2LEY4X3LD8G26_m4,11/8/2013,16:23:13,lit1p1,28,1,2nopun,0,1,4412,54,2,0
A7R1OLLU1Z6RA_m4,11/8/2013,16:23:13,lit1p1,29,1,3pun,-2,1,4313,69,3,0
A1VZA1WTGGQ9UV_m4,11/8/2013,16:23:14,lit1p1,32,2,6pun,0,0,4444,51,8,0
AC5LU9TF9CTK9_m4,11/8/2013,16:23:15,lit1p1,33,2,3nopun,0,0,4530,48,9,0
A1EU25HIF6NX3E _m4,11/8/2013,16:23:15,lit1p1,40,1,5nopun,0,1,4591,61,4,0
ASEDNAEOYVN92_m4,11/8/2013,16:23:15,lit1p1,10,2,6nopun,0,0,4909,54,8,0
A1PFCPFCGNKME3_m4,11/8/2013,16:23:16,lit1p1,35,1,4nopun,0,1,5153,70,1,0
ACFBUSLSNUGRU_m4,11/8/2013,16:23:17,lit1p1,41,1,2pun,-2,1,6107,58,7,0
A1DVCUCOTAC0JQ_m4,11/8/2013,16:23:17,lit1p1,47,2,1nopun,0,0,5436,59,1,0
A2IF15HGGVM93B_m4,11/8/2013,16:23:17,lit1p1,20,2,3pun,0,0,7608,63,6,0
A1LX3YP9PCKI72_m4,11/8/2013,16:23:17,lit1p1,39,2,2pun,0,0,5168,66,1,0
A3NI7KS3MIX1SO_m4,11/8/2013,16:23:17,lit1p1,36,2,7pun,0,0,4738,56,6,0
A1SGZURHVDM30V_m4,11/8/2013,16:23:17,lit1p1,16,2,2nopun,0,0,4932,50,2,0
A7R1OLLU1Z6RA_m4,11/8/2013,16:23:18,lit1p1,30,1,3pun,-2,1,4109,68,4,0
A28NJNZ3NRZ85T_m4,11/8/2013,16:23:19,lit1p1,24,1,2nopun,0,1,4974,62,4,0
A2LEY4X3LD8G26_m4,11/8/2013,16:23:19,lit1p1,29,1,2nopun,0,1,4420,55,3,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:23:19,lit1p1,49,2,2pun,0,0,4493,58,5,0
AA7ZQGZUR6V5E_m4,11/8/2013,16:23:19,lit1p1,29,2,1pun,0,0,5529,75,3,0
A3T53EN0F7WMRO_m4,11/8/2013,16:23:19,lit1p1,38,1,5pun,-2,1,4946,58,2,0
A3A2IFA1WCMOQT_m4,11/8/2013,16:23:19,lit1p1,28,1,3nopun,0,1,5927,56,6,0
AV3CA0IYNRCCJ_m4,11/8/2013,16:23:19,lit1p1,19,2,7pun,0,0,6750,49,3,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:23:20,lit1p1,45,1,0pun,-2,1,5341,69,1,0
A28T5RJ46AQMZJ_m4,11/8/2013,16:23:20,lit1p1,6,1,5pun,-2,1,6016,45,4,0
A17ITPS92UMJRJ_m4,11/8/2013,16:23:20,lit1p1,14,1,5nopun,0,1,11241,50,4,0
A360ANQ5YCFO1D_m4,11/8/2013,16:23:20,lit1p1,23,1,3nopun,0,1,5219,56,1,0
AC5LU9TF9CTK9_m4,11/8/2013,16:23:20,lit1p1,34,2,3nopun,0,0,4410,48,10,0
A1EU25HIF6NX3E _m4,11/8/2013,16:23:21,lit1p1,41,1,5nopun,0,1,4660,62,5,0
A1VZA1WTGGQ9UV_m4,11/8/2013,16:23:21,lit1p1,33,1,7pun,-2,1,6511,50,1,0
A2HK1VAUSAFU0_m4,11/8/2013,16:23:21,lit1p1,52,2,2pun,0,0,4970,66,8,0
ADJ9IFSBTTE3R_m4,11/8/2013,16:23:22,lit1p1,50,2,7pun,0,0,13123,62,10,0
A1PFCPFCGNKME3_m4,11/8/2013,16:23:22,lit1p1,36,1,4nopun,0,1,4400,71,2,0
A1LX3YP9PCKI72_m4,11/8/2013,16:23:23,lit1p1,40,1,2pun,-2,1,4566,65,2,0
A1DVCUCOTAC0JQ_m4,11/8/2013,16:23:23,lit1p1,48,1,1nopun,0,1,4789,60,2,0
A3NI7KS3MIX1SO_m4,11/8/2013,16:23:23,lit1p1,37,2,7pun,0,0,4549,56,7,0
A7R1OLLU1Z6RA_m4,11/8/2013,16:23:23,lit1p1,31,1,3pun,-2,1,4187,67,5,0
A2IF15HGGVM93B_m4,11/8/2013,16:23:23,lit1p1,21,2,3pun,0,0,5114,63,7,0
A1SGZURHVDM30V_m4,11/8/2013,16:23:24,lit1p1,17,2,2nopun,0,0,5193,50,3,0
ACFBUSLSNUGRU_m4,11/8/2013,16:23:24,lit1p1,42,1,2pun,-2,1,5155,57,8,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:23:24,lit1p1,50,2,2pun,0,0,4337,58,6,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:23:24,lit1p1,46,2,0pun,0,0,4242,69,2,0
A2LEY4X3LD8G26_m4,11/8/2013,16:23:25,lit1p1,30,1,2nopun,0,1,5444,56,4,0
A28NJNZ3NRZ85T_m4,11/8/2013,16:23:25,lit1p1,25,1,2nopun,0,1,5069,63,5,0
ASEDNAEOYVN92_m4,11/8/2013,16:23:25,lit1p1,11,2,5nopun,0,0,7189,54,1,0
AC5LU9TF9CTK9_m4,11/8/2013,16:23:26,lit1p1,35,2,7pun,0,0,4471,48,1,0
A3T53EN0F7WMRO_m4,11/8/2013,16:23:26,lit1p1,39,2,5pun,0,0,4988,58,3,0
A360ANQ5YCFO1D_m4,11/8/2013,16:23:26,lit1p1,24,1,3nopun,0,1,4817,57,2,0
A17ITPS92UMJRJ_m4,11/8/2013,16:23:26,lit1p1,15,1,5nopun,0,1,5316,51,5,0
A1EU25HIF6NX3E _m4,11/8/2013,16:23:27,lit1p1,42,1,5nopun,0,1,4671,63,6,0
A1VZA1WTGGQ9UV_m4,11/8/2013,16:23:27,lit1p1,34,2,7pun,0,0,4457,50,2,0
AA7ZQGZUR6V5E_m4,11/8/2013,16:23:27,lit1p1,30,2,1pun,0,0,6062,75,4,0
A3A2IFA1WCMOQT_m4,11/8/2013,16:23:27,lit1p1,29,1,3nopun,0,1,5771,57,7,0
A1PFCPFCGNKME3_m4,11/8/2013,16:23:28,lit1p1,37,1,1pun,-2,1,5494,70,1,0
A7R1OLLU1Z6RA_m4,11/8/2013,16:23:28,lit1p1,32,1,3pun,-2,1,4250,66,6,0
A1LX3YP9PCKI72_m4,11/8/2013,16:23:28,lit1p1,41,2,2pun,0,0,4418,65,3,0
A1DVCUCOTAC0JQ_m4,11/8/2013,16:23:29,lit1p1,49,1,1nopun,0,1,4887,61,3,0
A3NI7KS3MIX1SO_m4,11/8/2013,16:23:29,lit1p1,38,2,7pun,0,0,5059,56,8,0
ADJ9IFSBTTE3R_m4,11/8/2013,16:23:29,lit1p1,51,1,0pun,-2,1,6282,61,1,0
A1SGZURHVDM30V_m4,11/8/2013,16:23:29,lit1p1,18,2,2nopun,0,0,4731,50,4,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:23:30,lit1p1,51,2,2pun,0,0,4468,58,7,0
A2IF15HGGVM93B_m4,11/8/2013,16:23:30,lit1p1,22,2,3pun,0,0,5003,63,8,0
A2LEY4X3LD8G26_m4,11/8/2013,16:23:30,lit1p1,31,1,2nopun,0,1,4444,57,5,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:23:30,lit1p1,47,1,1pun,-2,1,5107,68,1,0
A28T5RJ46AQMZJ_m4,11/8/2013,16:23:31,lit1p1,7,1,5pun,-2,1,8565,44,5,0
A28NJNZ3NRZ85T_m4,11/8/2013,16:23:32,lit1p1,26,1,2nopun,0,1,4970,64,6,0
A3T53EN0F7WMRO_m4,11/8/2013,16:23:32,lit1p1,40,2,5pun,0,0,4913,58,4,0
AV3CA0IYNRCCJ_m4,11/8/2013,16:23:32,lit1p1,20,2,7pun,0,0,8240,49,4,0
A360ANQ5YCFO1D_m4,11/8/2013,16:23:32,lit1p1,25,1,3nopun,0,1,4771,58,3,0
A17ITPS92UMJRJ_m4,11/8/2013,16:23:33,lit1p1,16,1,5nopun,0,1,4651,52,6,0
A1VZA1WTGGQ9UV_m4,11/8/2013,16:23:33,lit1p1,35,2,7pun,0,0,4496,50,3,0
AC5LU9TF9CTK9_m4,11/8/2013,16:23:33,lit1p1,36,2,7pun,0,0,5430,48,2,0
A7R1OLLU1Z6RA_m4,11/8/2013,16:23:33,lit1p1,33,1,3pun,-2,1,4391,65,7,0
ASEDNAEOYVN92_m4,11/8/2013,16:23:33,lit1p1,12,1,5nopun,0,1,5627,55,2,0
AA7ZQGZUR6V5E_m4,11/8/2013,16:23:33,lit1p1,31,2,1pun,0,0,4916,75,5,0
A1EU25HIF6NX3E _m4,11/8/2013,16:23:33,lit1p1,43,2,7pun,0,0,5717,63,1,0
A1PFCPFCGNKME3_m4,11/8/2013,16:23:34,lit1p1,38,2,1pun,0,0,4460,70,2,0
A1LX3YP9PCKI72_m4,11/8/2013,16:23:34,lit1p1,42,2,2pun,0,0,4338,65,4,0
A3A2IFA1WCMOQT_m4,11/8/2013,16:23:34,lit1p1,30,1,3nopun,0,1,5239,58,8,0
ACFBUSLSNUGRU_m4,11/8/2013,16:23:34,lit1p1,43,1,7pun,-2,1,5513,56,1,0
A1DVCUCOTAC0JQ_m4,11/8/2013,16:23:34,lit1p1,50,1,1nopun,0,1,4869,62,4,0
A3NI7KS3MIX1SO_m4,11/8/2013,16:23:34,lit1p1,39,2,7pun,0,0,4505,56,9,0
A2LEY4X3LD8G26_m4,11/8/2013,16:23:35,lit1p1,32,1,2nopun,0,1,4582,58,6,0
A1SGZURHVDM30V_m4,11/8/2013,16:23:35,lit1p1,19,2,2nopun,0,0,5074,50,5,0
A1AKMFN63ZSCL8_m4,11/8/2013,16:23:36,lit1p1,48,2,1pun,0,0,4292,68,2,0
A2IF15HGGVM93B_m4,11/8/2013,16:23:36,lit1p1,23,2,3pun,0,0,4839,63,9,0
A2OMWZZ5IHPJUD_m4,11/8/2013,16:23:36,lit1p1,52,2,2pun,0,0,5354,58,8,0
A360ANQ5YCFO1D_m4,11/8/2013,16:23:38,lit1p1,26,1,3nopun,0,1,4419,59,4,0
ADJ9IFSBTTE3R_m4,11/8/2013,16:23:38,lit1p1,52,2,0pun,0,0,5871,61,2,0
A1VZA1WTGGQ9UV_m4,11/8/2013,16:23:38,lit1p1,36,2,7pun,0,0,4215,50,4,0
